,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source,BioSample Accession,is_retracted,retraction_detection_date_utc,name_state_x,date,File Name,Genotype,"Genotype List Used, >=98.0%",Genotype Sample Title List,Genotype Percent Match List,Genotype Mismatch List,Genotype Average Depth of Coverage List,name_state_y,Geo_Location,Collection_Date_Specific
3002,SRR31016573,WGS,148.35,96485637,PRJNA1102327,SAMN44308659,Viral,29936719,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403865,USA,North America,USA,Cattle,NextSeq 2000,24-028490-003,24-028490-003,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028490-003,SRP503016,H5N1,milk,SRS22925503,False,,USA,2025-05-09_10-48-31,SRR31016573.fa,B3.13,"NS:am1.1, PB2:am2.2, NA:ea1, MP:ea1, PA:ea1, NP:am8, PB1:am4, HA:ea1","am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:HA","99.05%, 98.60%, 98.94%, 98.98%, 99.07%, 99.06%, 99.52%, 98.53%","8, 32, 15, 10, 20, 14, 11, 25",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-22
3003,SRR31016574,WGS,148.35,85383831,PRJNA1102327,SAMN44308658,Viral,26375305,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403864,USA,North America,USA,Cattle,NextSeq 2000,24-028490-001,24-028490-001,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028490-001,SRP503016,H5N1,milk,SRS22925502,False,,USA,2025-05-09_10-49-20,SRR31016574.fa,B3.13,"MP:ea1, PA:ea1, HA:ea1, NS:am1.1, NA:ea1, PB2:am2.2, PB1:am4, NP:am8","ea1:22-003707-003:MP, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, am8:23-032005-001:NP","98.98%, 99.07%, 98.53%, 99.05%, 98.94%, 98.64%, 99.52%, 99.06%","10, 20, 25, 8, 15, 31, 11, 14",Ran on FASTA - No Coverage Report,USA,USA,2024-09-22
3004,SRR31016574,WGS,148.35,85383831,PRJNA1102327,SAMN44308658,Viral,26375305,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403864,USA,North America,USA,Cattle,NextSeq 2000,24-028490-001,24-028490-001,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028490-001,SRP503016,H5N1,milk,SRS22925502,False,,USA,2025-05-09_10-49-20,SRR31016574.fa,B3.13,"MP:ea1, PA:ea1, HA:ea1, NS:am1.1, NA:ea1, PB2:am2.2, PB1:am4, NP:am8","ea1:22-003707-003:MP, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, am8:23-032005-001:NP","98.98%, 99.07%, 98.53%, 99.05%, 98.94%, 98.64%, 99.52%, 99.06%","10, 20, 25, 8, 15, 31, 11, 14",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-22
3005,SRR31016575,WGS,148.13,112794634,PRJNA1102327,SAMN44308657,Viral,34855779,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403863,USA,North America,USA,Cattle,NextSeq 2000,24-028489-010,24-028489-010,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-010,SRP503016,H5N1,milk,SRS22925501,False,,USA,2025-05-09_10-49-20,SRR31016575.fa,B3.13,"PA:ea1, HA:ea1, PB2:am2.2, NA:ea1, NS:am1.1, PB1:am4, NP:am8, MP:ea1","ea1:22-003707-003:PA, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:MP","99.07%, 98.59%, 98.64%, 98.86%, 99.17%, 99.47%, 99.06%, 98.98%","20, 24, 31, 16, 7, 12, 14, 10",Ran on FASTA - No Coverage Report,USA,USA,2024-09-17
3006,SRR31016575,WGS,148.13,112794634,PRJNA1102327,SAMN44308657,Viral,34855779,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403863,USA,North America,USA,Cattle,NextSeq 2000,24-028489-010,24-028489-010,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-010,SRP503016,H5N1,milk,SRS22925501,False,,USA,2025-05-09_10-49-20,SRR31016575.fa,B3.13,"PA:ea1, HA:ea1, PB2:am2.2, NA:ea1, NS:am1.1, PB1:am4, NP:am8, MP:ea1","ea1:22-003707-003:PA, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:MP","99.07%, 98.59%, 98.64%, 98.86%, 99.17%, 99.47%, 99.06%, 98.98%","20, 24, 31, 16, 7, 12, 14, 10",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-17
3007,SRR31016576,WGS,147.91,118225517,PRJNA1102327,SAMN44308656,Viral,36485704,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403862,USA,North America,USA,Cattle,NextSeq 2000,24-028489-009,24-028489-009,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-009,SRP503016,H5N1,milk,SRS22925500,False,,USA,2025-05-09_10-49-20,SRR31016576.fa,B3.13,"PA:ea1, MP:ea1, HA:ea1, PB1:am4, NP:am8, PB2:am2.2, NA:ea1, NS:am1.1","ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","99.07%, 98.98%, 98.59%, 99.47%, 99.06%, 98.64%, 98.86%, 99.17%","20, 10, 24, 12, 14, 31, 16, 7",Ran on FASTA - No Coverage Report,USA,USA,2024-09-17
3008,SRR31016576,WGS,147.91,118225517,PRJNA1102327,SAMN44308656,Viral,36485704,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403862,USA,North America,USA,Cattle,NextSeq 2000,24-028489-009,24-028489-009,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-009,SRP503016,H5N1,milk,SRS22925500,False,,USA,2025-05-09_10-49-20,SRR31016576.fa,B3.13,"PA:ea1, MP:ea1, HA:ea1, PB1:am4, NP:am8, PB2:am2.2, NA:ea1, NS:am1.1","ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","99.07%, 98.98%, 98.59%, 99.47%, 99.06%, 98.64%, 98.86%, 99.17%","20, 10, 24, 12, 14, 31, 16, 7",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-17
3009,SRR31016577,WGS,148.22,85342619,PRJNA1102327,SAMN44308639,Viral,26424637,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403861,USA,North America,USA,Cattle,NextSeq 2000,24-027475-002,24-027475-002,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-027475-002,SRP503016,H5N1,milk,SRS22925499,False,,USA,2025-05-09_10-48-52,SRR31016577.fa,B3.13,"NP:am8, HA:ea1, PA:ea1, PB1:am4, NA:ea1, PB2:am2.2, NS:am1.1, MP:ea1","am8:23-032005-001:NP, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am4:23-001855-001:PB1, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:MP","99.06%, 98.53%, 99.07%, 99.52%, 98.94%, 98.68%, 99.17%, 98.98%","14, 25, 20, 11, 15, 30, 7, 10",Ran on FASTA - No Coverage Report,USA,USA,2024-09-16
3010,SRR31016577,WGS,148.22,85342619,PRJNA1102327,SAMN44308639,Viral,26424637,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403861,USA,North America,USA,Cattle,NextSeq 2000,24-027475-002,24-027475-002,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-027475-002,SRP503016,H5N1,milk,SRS22925499,False,,USA,2025-05-09_10-48-52,SRR31016577.fa,B3.13,"NP:am8, HA:ea1, PA:ea1, PB1:am4, NA:ea1, PB2:am2.2, NS:am1.1, MP:ea1","am8:23-032005-001:NP, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am4:23-001855-001:PB1, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:MP","99.06%, 98.53%, 99.07%, 99.52%, 98.94%, 98.68%, 99.17%, 98.98%","14, 25, 20, 11, 15, 30, 7, 10",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-16
3011,SRR31016578,WGS,148.06,108523424,PRJNA1102327,SAMN44308655,Viral,33622022,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403860,USA,North America,USA,Cattle,NextSeq 2000,24-028489-008,24-028489-008,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-008,SRP503016,H5N1,milk,SRS22925498,False,,USA,2025-05-09_10-45-39,SRR31016578.fa,B3.13,"NS:am1.1, NA:ea1, PB2:am2.2, MP:ea1, NP:am8, PA:ea1, PB1:am4, HA:ea1","am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am8:23-032005-001:NP, ea1:22-003707-003:PA, am4:23-001855-001:PB1, ea1:22-003707-003:HA","99.05%, 98.86%, 98.64%, 98.98%, 99.06%, 99.07%, 99.47%, 98.53%","8, 16, 31, 10, 14, 20, 12, 25",Ran on FASTA - No Coverage Report,USA,USA,2024-09-17
3012,SRR31016578,WGS,148.06,108523424,PRJNA1102327,SAMN44308655,Viral,33622022,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403860,USA,North America,USA,Cattle,NextSeq 2000,24-028489-008,24-028489-008,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-008,SRP503016,H5N1,milk,SRS22925498,False,,USA,2025-05-09_10-45-39,SRR31016578.fa,B3.13,"NS:am1.1, NA:ea1, PB2:am2.2, MP:ea1, NP:am8, PA:ea1, PB1:am4, HA:ea1","am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am8:23-032005-001:NP, ea1:22-003707-003:PA, am4:23-001855-001:PB1, ea1:22-003707-003:HA","99.05%, 98.86%, 98.64%, 98.98%, 99.06%, 99.07%, 99.47%, 98.53%","8, 16, 31, 10, 14, 20, 12, 25",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-17
3013,SRR31016579,WGS,148.28,87666589,PRJNA1102327,SAMN44308654,Viral,27266392,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403859,USA,North America,USA,Cattle,NextSeq 2000,24-028489-007,24-028489-007,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-007,SRP503016,H5N1,milk,SRS22925497,False,,USA,2025-05-09_10-49-26,SRR31016579.fa,B3.13,"NA:ea1, PB2:am2.2, PA:ea1, PB1:am4, MP:ea1, HA:ea1, NP:am8, NS:am1.1","ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, am4:23-001855-001:PB1, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am8:23-032005-001:NP, am1.1:22-010085-001:NS","98.86%, 98.64%, 99.02%, 99.47%, 98.98%, 98.53%, 99.06%, 99.05%","16, 31, 21, 12, 10, 25, 14, 8",Ran on FASTA - No Coverage Report,USA,USA,2024-09-17
3014,SRR31016579,WGS,148.28,87666589,PRJNA1102327,SAMN44308654,Viral,27266392,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403859,USA,North America,USA,Cattle,NextSeq 2000,24-028489-007,24-028489-007,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-007,SRP503016,H5N1,milk,SRS22925497,False,,USA,2025-05-09_10-49-26,SRR31016579.fa,B3.13,"NA:ea1, PB2:am2.2, PA:ea1, PB1:am4, MP:ea1, HA:ea1, NP:am8, NS:am1.1","ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, am4:23-001855-001:PB1, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am8:23-032005-001:NP, am1.1:22-010085-001:NS","98.86%, 98.64%, 99.02%, 99.47%, 98.98%, 98.53%, 99.06%, 99.05%","16, 31, 21, 12, 10, 25, 14, 8",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-17
3015,SRR31016580,WGS,148.5,95762212,PRJNA1102327,SAMN44308653,Viral,29721030,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403858,USA,North America,USA,Cattle,NextSeq 2000,24-028489-006,24-028489-006,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-006,SRP503016,H5N1,milk,SRS22925496,False,,USA,2025-05-09_10-49-22,SRR31016580.fa,B3.13,"NA:ea1, HA:ea1, PB1:am4, NS:am1.1, NP:am8, PA:ea1, MP:ea1, PB2:am2.2","ea1:22-003707-003:NA, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2","98.79%, 98.59%, 99.52%, 99.17%, 99.06%, 99.12%, 98.98%, 98.68%","17, 24, 11, 7, 14, 19, 10, 30",Ran on FASTA - No Coverage Report,USA,USA,2024-09-17
3016,SRR31016580,WGS,148.5,95762212,PRJNA1102327,SAMN44308653,Viral,29721030,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403858,USA,North America,USA,Cattle,NextSeq 2000,24-028489-006,24-028489-006,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-006,SRP503016,H5N1,milk,SRS22925496,False,,USA,2025-05-09_10-49-22,SRR31016580.fa,B3.13,"NA:ea1, HA:ea1, PB1:am4, NS:am1.1, NP:am8, PA:ea1, MP:ea1, PB2:am2.2","ea1:22-003707-003:NA, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2","98.79%, 98.59%, 99.52%, 99.17%, 99.06%, 99.12%, 98.98%, 98.68%","17, 24, 11, 7, 14, 19, 10, 30",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-17
3017,SRR31016581,WGS,148.61,86660290,PRJNA1102327,SAMN44308652,Viral,26815908,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403857,USA,North America,USA,Cattle,NextSeq 2000,24-028489-005,24-028489-005,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-005,SRP503016,H5N1,milk,SRS22925495,False,,USA,2025-05-09_10-49-08,SRR31016581.fa,B3.13,"PB2:am2.2, MP:ea1, HA:ea1, NP:am8, NA:ea1, PB1:am4, PA:ea1, NS:am1.1","am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am8:23-032005-001:NP, ea1:22-003707-003:NA, am4:23-001855-001:PB1, ea1:22-003707-003:PA, am1.1:22-010085-001:NS","98.68%, 98.98%, 98.53%, 99.06%, 98.79%, 99.52%, 99.12%, 99.17%","30, 10, 25, 14, 17, 11, 19, 7",Ran on FASTA - No Coverage Report,USA,USA,2024-09-17
3018,SRR31016581,WGS,148.61,86660290,PRJNA1102327,SAMN44308652,Viral,26815908,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403857,USA,North America,USA,Cattle,NextSeq 2000,24-028489-005,24-028489-005,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-005,SRP503016,H5N1,milk,SRS22925495,False,,USA,2025-05-09_10-49-08,SRR31016581.fa,B3.13,"PB2:am2.2, MP:ea1, HA:ea1, NP:am8, NA:ea1, PB1:am4, PA:ea1, NS:am1.1","am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am8:23-032005-001:NP, ea1:22-003707-003:NA, am4:23-001855-001:PB1, ea1:22-003707-003:PA, am1.1:22-010085-001:NS","98.68%, 98.98%, 98.53%, 99.06%, 98.79%, 99.52%, 99.12%, 99.17%","30, 10, 25, 14, 17, 11, 19, 7",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-17
3019,SRR31016582,WGS,148.08,163680285,PRJNA1102327,SAMN44308651,Viral,50298612,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403856,USA,North America,USA,Cattle,NextSeq 2000,24-028489-004,24-028489-004,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-004,SRP503016,H5N1,milk,SRS22925494,False,,USA,2025-05-09_10-48-52,SRR31016582.fa,B3.13,"PA:ea1, NP:am8, MP:ea1, NS:am1.1, PB1:am4, PB2:am2.2, HA:ea1, NA:ea1","ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:NA","99.12%, 99.06%, 98.98%, 99.17%, 99.47%, 98.68%, 98.53%, 98.72%","19, 14, 10, 7, 12, 30, 25, 18",Ran on FASTA - No Coverage Report,USA,USA,2024-09-17
3020,SRR31016582,WGS,148.08,163680285,PRJNA1102327,SAMN44308651,Viral,50298612,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403856,USA,North America,USA,Cattle,NextSeq 2000,24-028489-004,24-028489-004,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-004,SRP503016,H5N1,milk,SRS22925494,False,,USA,2025-05-09_10-48-52,SRR31016582.fa,B3.13,"PA:ea1, NP:am8, MP:ea1, NS:am1.1, PB1:am4, PB2:am2.2, HA:ea1, NA:ea1","ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:NA","99.12%, 99.06%, 98.98%, 99.17%, 99.47%, 98.68%, 98.53%, 98.72%","19, 14, 10, 7, 12, 30, 25, 18",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-17
3021,SRR31016583,WGS,148.6,116430323,PRJNA1102327,SAMN44308650,Viral,36075788,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403855,USA,North America,USA,Cattle,NextSeq 2000,24-028489-003,24-028489-003,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-003,SRP503016,H5N1,milk,SRS22925493,False,,USA,2025-05-09_10-49-21,SRR31016583.fa,B3.13,"HA:ea1, MP:ea1, NA:ea1, PA:ea1, NP:am8, PB2:am2.2, PB1:am4, NS:am1.1","ea1:22-003707-003:HA, ea1:22-003707-003:MP, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, am1.1:22-010085-001:NS","98.53%, 98.98%, 98.79%, 99.12%, 99.06%, 98.68%, 99.47%, 99.17%","25, 10, 17, 19, 14, 30, 12, 7",Ran on FASTA - No Coverage Report,USA,USA,2024-09-17
3022,SRR31016583,WGS,148.6,116430323,PRJNA1102327,SAMN44308650,Viral,36075788,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403855,USA,North America,USA,Cattle,NextSeq 2000,24-028489-003,24-028489-003,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-003,SRP503016,H5N1,milk,SRS22925493,False,,USA,2025-05-09_10-49-21,SRR31016583.fa,B3.13,"HA:ea1, MP:ea1, NA:ea1, PA:ea1, NP:am8, PB2:am2.2, PB1:am4, NS:am1.1","ea1:22-003707-003:HA, ea1:22-003707-003:MP, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, am1.1:22-010085-001:NS","98.53%, 98.98%, 98.79%, 99.12%, 99.06%, 98.68%, 99.47%, 99.17%","25, 10, 17, 19, 14, 30, 12, 7",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-17
3023,SRR31016584,WGS,148.51,80377545,PRJNA1102327,SAMN44308649,Viral,24872136,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403854,USA,North America,USA,Cattle,NextSeq 2000,24-028489-002,24-028489-002,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-002,SRP503016,H5N1,milk,SRS22925492,False,,USA,2025-05-09_10-49-21,SRR31016584.fa,B3.13,"PB2:am2.2, PB1:am4, NP:am8, HA:ea1, NS:am1.1, NA:ea1, PA:ea1, MP:ea1","am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:MP","98.64%, 99.47%, 99.06%, 98.59%, 99.17%, 98.86%, 99.07%, 98.98%","31, 12, 14, 24, 7, 16, 20, 10",Ran on FASTA - No Coverage Report,USA,USA,2024-09-17
3024,SRR31016584,WGS,148.51,80377545,PRJNA1102327,SAMN44308649,Viral,24872136,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403854,USA,North America,USA,Cattle,NextSeq 2000,24-028489-002,24-028489-002,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-002,SRP503016,H5N1,milk,SRS22925492,False,,USA,2025-05-09_10-49-21,SRR31016584.fa,B3.13,"PB2:am2.2, PB1:am4, NP:am8, HA:ea1, NS:am1.1, NA:ea1, PA:ea1, MP:ea1","am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:MP","98.64%, 99.47%, 99.06%, 98.59%, 99.17%, 98.86%, 99.07%, 98.98%","31, 12, 14, 24, 7, 16, 20, 10",Ran on FASTA - No Coverage Report,CA,USA-CA,2024-09-17
3025,SRR31016585,WGS,148.38,75515759,PRJNA1102327,SAMN44308648,Viral,23401357,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX26403853,USA,North America,USA,Cattle,NextSeq 2000,24-028489-001,24-028489-001,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-10-18,2024-04-20T18:12:00Z,1,24-028489-001,SRP503016,H5N1,milk,SRS22925491,False,,USA,2025-05-09_10-46-36,SRR31016585.fa,B3.13,"PB1:am4, PB2:am2.2, NS:am1.1, PA:ea1, MP:ea1, HA:ea1, NA:ea1, NP:am8","am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am8:23-032005-001:NP","99.47%, 98.64%, 99.17%, 98.98%, 98.98%, 98.59%, 98.86%, 99.06%","12, 31, 7, 22, 10, 24, 16, 14",Ran on FASTA - No Coverage Report,USA,USA,2024-09-17
