,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source,BioSample Accession,is_retracted,retraction_detection_date_utc,name_state,sample,date,File Name,Genotype,"Genotype List Used, >=98.0%",Genotype Sample Title List,Genotype Percent Match List,Genotype Mismatch List,Genotype Average Depth of Coverage List,Geo_Location,Collection_Date_Specific
27,SRR33992704,WGS,147.91,73320377,PRJNA980729,SAMN49104537,Viral,24233116,USDA-NVSL,2025,public,"fastq,run.zq,run",s3,s3.us-east-1,SRX29190739,USA,,USA,CHICKEN,Illumina iSeq 100,25-017017-001,25-017017-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:07:12,1,25-017017-001,SRP441379,,OROPHARYNGEAL SWAB,SRS25388215,False,,USA,SRR33992704,2025-06-20_06-23-56,SRR33992704.fa,D1.1,"PB1:ea3, PB2:am24, NA:am4N1, MP:ea3, PA:am4, NP:am13, NS:ea3, HA:ea3","ea3:22-013001-001:PB1, am24:24-030039-001:PB2, am4N1:24-030039-001:NA, ea3:22-013001-001:MP, am4:24-030039-001:PA, am13:24-030039-001:NP, ea3:22-013001-001:NS, ea3:22-013001-001:HA","99.16%, 99.56%, 99.04%, 100.00%, 99.49%, 99.60%, 98.81%, 99.47%","19, 10, 10, 0, 11, 6, 10, 9",Ran on FASTA - No Coverage Report,USA,2025
28,SRR33993166,WGS,147.75,60982523,PRJNA1219588,SAMN49104924,Viral,19939253,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191209,USA,,USA,CATTLE,Illumina iSeq 100,25-016765-001,25-016765-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:50,1,25-016765-001,SRP561968,,"MILK, BULK TANK",SRS25388683,False,,USA,SRR33993166,2025-06-21_06-23-00,SRR33993166.fa,D1.1,"NA:am4N1, NS:ea3, NP:am13, PB1:ea3, PB2:am24, HA:ea3, MP:ea3, PA:am4","am4N1:24-030039-001:NA, ea3:22-013001-001:NS, am13:24-030039-001:NP, ea3:22-013001-001:PB1, am24:24-030039-001:PB2, ea3:22-013001-001:HA, ea3:22-013001-001:MP, am4:24-030039-001:PA","98.95%, 98.93%, 99.53%, 99.21%, 99.61%, 99.47%, 99.90%, 99.49%","11, 9, 7, 18, 9, 9, 1, 11",Ran on FASTA - No Coverage Report,USA,2025
29,SRR33993059,WGS,148.77,139963922,PRJNA1207547,SAMN49104770,Viral,50446456,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191110,USA,,USA,TURKEY VULTURE,NextSeq 2000,25-016857-001,25-016857-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:31,1,25-016857-001,SRP557452,,BLOOD SWAB,SRS25388585,False,,USA,SRR33993059,2025-06-21_06-23-00,SRR33993059.fa,D1.1,"PB1:ea3, PB2:am24, MP:ea3, PA:am4, NP:am13, HA:ea3, NS:ea3, NA:am4N1","ea3:22-013001-001:PB1, am24:24-030039-001:PB2, ea3:22-013001-001:MP, am4:24-030039-001:PA, am13:24-030039-001:NP, ea3:22-013001-001:HA, ea3:22-013001-001:NS, am4N1:24-030039-001:NA","99.25%, 99.74%, 99.69%, 99.63%, 99.87%, 99.41%, 99.17%, 98.85%","17, 6, 3, 8, 2, 10, 7, 13",Ran on FASTA - No Coverage Report,USA,2025
31,SRR33993061,WGS,147.2,363257804,PRJNA1207547,SAMN49104768,Viral,129254335,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191108,USA,,USA,RED FOX,NextSeq 2000,25-017245-001,25-017245-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:50,1,25-017245-001,SRP557452,,brain,SRS25388583,False,,USA,SRR33993061,2025-06-21_06-23-00,SRR33993061.fa,D1.1,"NP:am13, NS:ea3, PA:am4, HA:ea3, PB2:am24, PB1:ea3, NA:am4N1, MP:ea3","am13:24-030039-001:NP, ea3:22-013001-001:NS, am4:24-030039-001:PA, ea3:22-013001-001:HA, am24:24-030039-001:PB2, ea3:22-013001-001:PB1, am4N1:24-030039-001:NA, ea3:22-013001-001:MP","99.53%, 99.28%, 98.37%, 99.41%, 99.74%, 99.38%, 98.94%, 99.80%","7, 6, 35, 10, 6, 14, 12, 2",Ran on FASTA - No Coverage Report,USA,2025
33,SRR33993063,WGS,145.42,526460773,PRJNA1207547,SAMN49104766,Viral,186161216,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191106,USA,,USA,BLACK VULTURE,NextSeq 2000,25-017253-001,25-017253-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:36,1,25-017253-001,SRP557452,,CLOACAL/TRACHEAL SWAB POOL,SRS25388581,False,,USA,SRR33993063,2025-06-21_06-23-00,SRR33993063.fa,D1.1,"NP:am13, HA:ea3, MP:ea3, PB1:ea3, NA:am4N1, NS:ea3, PB2:am24, PA:am4","am13:24-030039-001:NP, ea3:22-013001-001:HA, ea3:22-013001-001:MP, ea3:22-013001-001:PB1, am4N1:24-030039-001:NA, ea3:22-013001-001:NS, am24:24-030039-001:PB2, am4:24-030039-001:PA","99.80%, 99.18%, 99.90%, 99.34%, 99.30%, 99.17%, 99.87%, 99.54%","3, 14, 1, 15, 8, 7, 3, 8",Ran on FASTA - No Coverage Report,USA,2025
34,SRR33993064,WGS,147.24,444362470,PRJNA1207547,SAMN49104765,Viral,157991689,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191105,USA,,USA,BLACK VULTURE,NextSeq 2000,25-017251-001,25-017251-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:50,1,25-017251-001,SRP557452,,CLOACAL/TRACHEAL SWAB POOL,SRS25388580,False,,USA,SRR33993064,2025-06-21_06-23-00,SRR33993064.fa,D1.1,"HA:ea3, PA:am4, NP:am13, NA:am4N1, NS:ea3, MP:ea3, PB1:ea3, PB2:am24","ea3:22-013001-001:HA, am4:24-030039-001:PA, am13:24-030039-001:NP, am4N1:24-030039-001:NA, ea3:22-013001-001:NS, ea3:22-013001-001:MP, ea3:22-013001-001:PB1, am24:24-030039-001:PB2","99.24%, 99.60%, 99.80%, 99.04%, 99.17%, 99.90%, 99.34%, 99.78%","13, 7, 3, 11, 7, 1, 15, 5",Ran on FASTA - No Coverage Report,USA,2025
35,SRR33993065,WGS,148.27,105099746,PRJNA1207547,SAMN49104764,Viral,37665516,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191104,USA,,USA,BALD EAGLE,NextSeq 2000,25-017061-002,25-017061-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:23,1,25-017061-002,SRP557452,,CLOACAL/TRACHEAL SWAB POOL,SRS25388579,False,,USA,SRR33993065,2025-06-21_06-23-00,SRR33993065.fa,D1.1,"NP:am13, HA:ea3, NA:am4N1, PB1:ea3, NS:ea3, MP:ea3, PB2:am24, PA:am4","am13:24-030039-001:NP, ea3:22-013001-001:HA, am4N1:24-030039-001:NA, ea3:22-013001-001:PB1, ea3:22-013001-001:NS, ea3:22-013001-001:MP, am24:24-030039-001:PB2, am4:24-030039-001:PA","99.67%, 99.53%, 99.62%, 98.89%, 99.17%, 99.69%, 99.54%, 99.77%","5, 8, 4, 9, 7, 3, 3, 2",Ran on FASTA - No Coverage Report,USA,2025
36,SRR33993066,WGS,148.29,96593730,PRJNA1207547,SAMN49104763,Viral,34777840,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191103,USA,,USA,BALD EAGLE,NextSeq 2000,25-017061-001,25-017061-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:25,1,25-017061-001,SRP557452,,CLOACAL/TRACHEAL SWAB POOL,SRS25388578,False,,USA,SRR33993066,2025-06-21_06-23-00,SRR33993066.fa,D1.1,"HA:ea3, MP:ea3, PA:am4, NA:am4N1, NS:ea3, NP:am13, PB2:am24, PB1:ea3","ea3:22-013001-001:HA, ea3:22-013001-001:MP, am4:24-030039-001:PA, am4N1:24-030039-001:NA, ea3:22-013001-001:NS, am13:24-030039-001:NP, am24:24-030039-001:PB2, ea3:22-013001-001:PB1","99.65%, 99.90%, 100.00%, 99.23%, 98.81%, 99.93%, 99.83%, 99.75%","6, 1, 0, 8, 10, 1, 1, 1",Ran on FASTA - No Coverage Report,USA,2025
37,SRR33993029,WGS,147.61,522807379,PRJNA1102327,SAMN49104751,Viral,185607037,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191090,USA,,USA,CATTLE,NextSeq 2000,25-017377-003,25-017377-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:52,1,25-017377-003,SRP503016,,"MILK, BULK TANK",SRS25388566,False,,USA,SRR33993029,2025-06-21_06-23-00,SRR33993029.fa,B3.13,"NP:am8, NS:am1.1, MP:ea1, NA:ea1, PB1:am4, PA:ea1, HA:ea1, PB2:am2.2","am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:NA, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2","98.86%, 98.69%, 98.88%, 98.51%, 99.12%, 98.88%, 98.06%, 98.33%","17, 11, 11, 21, 20, 24, 33, 38",Ran on FASTA - No Coverage Report,USA,2025
38,SRR33993031,WGS,147.26,104663426,PRJNA1102327,SAMN49104750,Viral,37254008,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191088,USA,,USA,CATTLE,NextSeq 2000,25-017376-009,25-017376-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:34,1,25-017376-009,SRP503016,,"MILK, BULK TANK",SRS25388565,False,,USA,SRR33993031,2025-06-21_06-23-00,SRR33993031.fa,B3.13,"NS:am1.1, PA:ea1, MP:ea1, NP:am8, HA:ea1, NA:ea1, PB2:am2.2, PB1:am4","am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:MP, am8:23-032005-001:NP, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1","98.93%, 98.88%, 98.78%, 98.93%, 98.30%, 98.72%, 98.51%, 99.34%","9, 24, 12, 16, 29, 18, 34, 15",Ran on FASTA - No Coverage Report,USA,2025
39,SRR33993032,WGS,147.52,235901105,PRJNA1102327,SAMN49104749,Viral,83722829,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191087,USA,,USA,CATTLE,NextSeq 2000,25-017376-008,25-017376-008-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:37,1,25-017376-008,SRP503016,,"MILK, BULK TANK",SRS25388563,False,,USA,SRR33993032,2025-06-21_06-23-00,SRR33993032.fa,B3.13,"MP:ea1, NA:ea1, PA:ea1, PB2:am2.2, HA:ea1, PB1:am4, NP:am8, NS:am1.1","ea1:22-003707-003:MP, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am1.1:22-010085-001:NS","98.78%, 98.72%, 98.88%, 98.51%, 98.30%, 99.38%, 98.93%, 98.93%","12, 18, 24, 34, 29, 14, 16, 9",Ran on FASTA - No Coverage Report,USA,2025
40,SRR33993033,WGS,148.12,209453718,PRJNA1102327,SAMN49104748,Viral,74406813,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191086,USA,,USA,CATTLE,NextSeq 2000,25-017376-007,25-017376-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:38,1,25-017376-007,SRP503016,,"MILK, BULK TANK",SRS25388562,False,,USA,SRR33993033,2025-06-21_06-23-00,SRR33993033.fa,B3.13,"PA:ea1, NP:am8, MP:ea1, PB2:am2.2, NA:ea1, PB1:am4, NS:am1.1, HA:ea1","ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:HA","98.88%, 98.93%, 98.78%, 98.51%, 98.72%, 99.34%, 98.93%, 98.30%","24, 16, 12, 34, 18, 15, 9, 29",Ran on FASTA - No Coverage Report,USA,2025
41,SRR33993034,WGS,148.01,200396122,PRJNA1102327,SAMN49104747,Viral,71084273,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191085,USA,,USA,CATTLE,NextSeq 2000,25-017376-006,25-017376-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:20,1,25-017376-006,SRP503016,,"MILK, BULK TANK",SRS25388561,False,,USA,SRR33993034,2025-06-21_06-23-00,SRR33993034.fa,B3.13,"PA:ea1, NP:am8, HA:ea1, NS:am1.1, NA:ea1, PB2:am2.2, MP:ea1, PB1:am4","ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am4:23-001855-001:PB1","98.88%, 98.93%, 98.30%, 98.93%, 98.72%, 98.51%, 98.78%, 99.34%","24, 16, 29, 9, 18, 34, 12, 15",Ran on FASTA - No Coverage Report,USA,2025
42,SRR33993035,WGS,148.26,208159405,PRJNA1102327,SAMN49104746,Viral,74388676,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191084,USA,,USA,CATTLE,NextSeq 2000,25-017376-005,25-017376-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:26,1,25-017376-005,SRP503016,,"MILK, BULK TANK",SRS25388560,False,,USA,SRR33993035,2025-06-21_06-23-00,SRR33993035.fa,B3.13,"NA:ea1, HA:ea1, NS:am1.1, PB1:am4, MP:ea1, PB2:am2.2, NP:am8, PA:ea1","ea1:22-003707-003:NA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:PA","98.72%, 98.30%, 98.93%, 99.34%, 98.78%, 98.51%, 98.93%, 98.88%","18, 29, 9, 15, 12, 34, 16, 24",Ran on FASTA - No Coverage Report,USA,2025
43,SRR33993036,WGS,148.05,209968472,PRJNA1102327,SAMN49104745,Viral,75064716,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191083,USA,,USA,CATTLE,NextSeq 2000,25-017376-004,25-017376-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:19,1,25-017376-004,SRP503016,,"MILK, BULK TANK",SRS25388559,False,,USA,SRR33993036,2025-06-21_06-23-00,SRR33993036.fa,B3.13,"NA:ea1, HA:ea1, PA:ea1, MP:ea1, PB1:am4, NS:am1.1, PB2:am2.2, NP:am8","ea1:22-003707-003:NA, ea1:22-003707-003:HA, ea1:22-003707-003:PA, ea1:22-003707-003:MP, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, am8:23-032005-001:NP","98.72%, 98.30%, 98.88%, 98.78%, 99.34%, 98.93%, 98.51%, 98.93%","18, 29, 24, 12, 15, 9, 34, 16",Ran on FASTA - No Coverage Report,USA,2025
44,SRR33993037,WGS,148.35,221485032,PRJNA1102327,SAMN49104744,Viral,78792165,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191082,USA,,USA,CATTLE,NextSeq 2000,25-017376-003,25-017376-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:21,1,25-017376-003,SRP503016,,"MILK, BULK TANK",SRS25388558,False,,USA,SRR33993037,2025-06-21_06-23-00,SRR33993037.fa,B3.13,"HA:ea1, NA:ea1, PB2:am2.2, NP:am8, MP:ea1, PA:ea1, NS:am1.1, PB1:am4","ea1:22-003707-003:HA, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1","98.30%, 98.72%, 98.51%, 98.93%, 98.78%, 98.88%, 98.93%, 99.34%","29, 18, 34, 16, 12, 24, 9, 15",Ran on FASTA - No Coverage Report,USA,2025
45,SRR33993038,WGS,148.07,190312401,PRJNA1102327,SAMN49104743,Viral,67965403,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191081,USA,,USA,CATTLE,NextSeq 2000,25-017376-002,25-017376-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 19:54:22,1,25-017376-002,SRP503016,,"MILK, BULK TANK",SRS25388557,False,,USA,SRR33993038,2025-06-21_06-23-00,SRR33993038.fa,B3.13,"PB1:am4, NA:ea1, HA:ea1, PA:ea1, NP:am8, PB2:am2.2, MP:ea1, NS:am1.1","am4:23-001855-001:PB1, ea1:22-003707-003:NA, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am1.1:22-010085-001:NS","99.34%, 98.72%, 98.30%, 98.88%, 98.93%, 98.51%, 98.78%, 98.93%","15, 18, 29, 24, 16, 34, 12, 9",Ran on FASTA - No Coverage Report,USA,2025
46,SRR33993039,WGS,147.66,790397536,PRJNA1102327,SAMN49104742,Viral,282137009,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191080,USA,,USA,CATTLE,NextSeq 2000,25-017376-001,25-017376-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:39,1,25-017376-001,SRP503016,,"MILK, BULK TANK",SRS25388556,False,,USA,SRR33993039,2025-06-21_06-23-00,SRR33993039.fa,B3.13,"MP:ea1, PB1:am4, PA:ea1, PB2:am2.2, NP:am8, HA:ea1, NA:ea1, NS:am1.1","ea1:22-003707-003:MP, am4:23-001855-001:PB1, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","98.78%, 99.34%, 98.88%, 98.51%, 98.93%, 98.30%, 98.72%, 98.93%","12, 15, 24, 34, 16, 29, 18, 9",Ran on FASTA - No Coverage Report,USA,2025
47,SRR33993040,WGS,148.06,535205498,PRJNA1102327,SAMN49104741,Viral,189952374,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191079,USA,,USA,CATTLE,NextSeq 2000,25-017370-004,25-017370-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:29,1,25-017370-004,SRP503016,,"MILK, BULK TANK",SRS25388555,False,,USA,SRR33993040,2025-06-21_06-23-00,SRR33993040.fa,B3.13,"PA:ea1, MP:ea1, PB2:am2.2, NS:am1.1, PB1:am4, NP:am8, HA:ea1, NA:ea1","ea1:22-003707-003:PA, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:HA, ea1:22-003707-003:NA","98.75%, 98.78%, 98.55%, 99.05%, 99.34%, 98.93%, 98.42%, 98.65%","27, 12, 33, 8, 15, 16, 27, 19",Ran on FASTA - No Coverage Report,USA,2025
48,SRR33993042,WGS,147.81,668807754,PRJNA1102327,SAMN49104740,Viral,236759389,USDA-NVSL,2025,public,"run,run.zq,fastq","gs,s3","gs.us-east1,s3.us-east-1",SRX29191077,USA,,USA,CATTLE,NextSeq 2000,25-017370-003,25-017370-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-20,2025-06-16 16:08:56,1,25-017370-003,SRP503016,,"MILK, BULK TANK",SRS25388553,False,,USA,SRR33993042,2025-06-21_06-23-00,SRR33993042.fa,B3.13,"NS:am1.1, PB1:am4, HA:ea1, NA:ea1, PB2:am2.2, MP:ea1, PA:ea1, NP:am8","am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am8:23-032005-001:NP","99.05%, 99.30%, 98.42%, 98.65%, 98.51%, 98.78%, 98.70%, 98.93%","8, 16, 27, 19, 34, 12, 28, 16",Ran on FASTA - No Coverage Report,USA,2025
50,SRR34270246,WGS,148.47,161623240,PRJNA1207547,SAMN49684899,Viral,62260970,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444050,USA,,USA,RED-TAILED HAWK,NextSeq 2000,25-017513-001,25-017513-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:39,1,25-017513-001,SRP557452,,BLOOD SWAB,SRS25589975,False,,USA,SRR34270246,2025-06-28_06-29-39,SRR34270246.fa,D1.1,"PB1:ea3, PA:am4, HA:ea3, MP:ea3, NA:am4N1, PB2:am24, NS:ea3, NP:am13","ea3:22-013001-001:PB1, am4:24-030039-001:PA, ea3:22-013001-001:HA, ea3:22-013001-001:MP, am4N1:24-030039-001:NA, am24:24-030039-001:PB2, ea3:22-013001-001:NS, am13:24-030039-001:NP","99.34%, 99.66%, 99.47%, 100.00%, 99.48%, 99.65%, 98.93%, 99.73%","12, 6, 9, 0, 6, 8, 9, 4",Ran on FASTA - No Coverage Report,USA,2025
53,SRR34270249,WGS,148.66,221383660,PRJNA1207547,SAMN49684896,Viral,85194575,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444047,USA,,USA,GREAT-TAILED GRACKLE,NextSeq 2000,25-017483-010,25-017483-010-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:45,1,25-017483-010,SRP557452,,CLOACAL/OROPHARYNGEAL SWAB POOL,SRS25589972,False,,USA,SRR34270249,2025-06-28_06-29-38,SRR34270249.fa,D1.1,"PB1:ea3, NS:ea3, PB2:am24, NA:am4N1, HA:ea3, PA:am4, NP:am13, MP:ea3","ea3:22-013001-001:PB1, ea3:22-013001-001:NS, am24:24-030039-001:PB2, am4N1:24-030039-001:NA, ea3:22-013001-001:HA, am4:24-030039-001:PA, am13:24-030039-001:NP, ea3:22-013001-001:MP","99.16%, 98.93%, 99.56%, 99.04%, 99.47%, 99.44%, 99.53%, 100.00%","19, 9, 10, 10, 9, 12, 7, 0",Ran on FASTA - No Coverage Report,USA,2025
56,SRR34270252,WGS,146.56,305934420,PRJNA1207547,SAMN49684893,Viral,108219767,USDA-NVSL,2024,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444044,USA,,USA,BOTTLENOSE DOLPHIN,NextSeq 2000,24-028949-003,24-028949-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:45,1,24-028949-003,SRP557452,,SPINAL CORD,SRS25589969,False,,USA,SRR34270252,2025-06-28_06-29-38,SRR34270252.fa,C3.1,"PB1:am10, MP:ea1, NP:am5, HA:ea2, PA:ea1, PB2:am22, NA:ea2, NS:am5","am10:22-038433-002:PB1, ea1:22-003707-003:MP, am5:23-013078-002:NP, ea2:23-030074-013:HA, ea1:22-003707-003:PA, am22:24-001196-005:PB2, ea2:23-004612-024:NA, am5:24-001196-005:NS","98.42%, 99.19%, 98.80%, 99.71%, 99.67%, 99.78%, 99.79%, 98.67%","36, 8, 18, 5, 7, 5, 3, 2",Ran on FASTA - No Coverage Report,USA,2024
57,SRR34270253,WGS,146.59,191484632,PRJNA1207547,SAMN49684910,Viral,64710745,USDA-NVSL,2024,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444043,USA,,USA,RED FOX,NextSeq 2000,24-020141-001,24-020141-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:41,1,24-020141-001,SRP557452,,BLOOD SWAB,SRS25589968,False,,USA,SRR34270253,2025-06-28_06-29-38,SRR34270253.fa,B3.2,"PA:ea1, NS:am1.1, HA:ea1, PB1:am1.2, NA:ea1, PB2:am2.1, MP:ea1, NP:am1.4.1","ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am1.2:22-010085-001:PB1, ea1:22-003707-003:NA, am2.1:22-009329-001:PB2, ea1:22-003707-003:MP, am1.4.1:22-009329-001:NP","99.72%, 99.76%, 99.71%, 100.00%, 99.79%, 99.74%, 99.80%, 99.93%","6, 2, 5, 0, 3, 6, 2, 1",Ran on FASTA - No Coverage Report,USA,2024
58,SRR34270254,WGS,147.22,172959588,PRJNA1207547,SAMN49684909,Viral,59423016,USDA-NVSL,2024,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29444042,USA,,USA,RED FOX,NextSeq 2000,24-017742-001,24-017742-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:14:48,1,24-017742-001,SRP557452,,nasal swab,SRS25589967,False,,USA,SRR34270254,2025-06-28_06-29-38,SRR34270254.fa,C2.1,"PB2:am19, PA:am3, PB1:am20, NA:ea2, MP:ea1, NP:ea1, NS:ea1, HA:ea2","am19:23-036193-005:PB2, am3:23-036657-001:PA, am20:23-036657-001:PB1, ea2:23-004612-024:NA, ea1:22-003707-003:MP, ea1:22-003707-003:NP, ea1:22-003707-003:NS, ea2:23-030074-013:HA","99.65%, 99.44%, 99.60%, 99.79%, 99.39%, 99.51%, 98.57%, 99.59%","8, 12, 9, 3, 6, 6, 12, 7",Ran on FASTA - No Coverage Report,USA,2024
