,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source,BioSample Accession,is_retracted,retraction_detection_date_utc,name_state,sample,date,File Name,Genotype,"Genotype List Used, >=98.0%",Genotype Sample Title List,Genotype Percent Match List,Genotype Mismatch List,Genotype Average Depth of Coverage List,Geo_Location,Collection_Date_Specific
24,SRR33830358,WGS,148.18,71752435,PRJNA1102327,SAMN48895506,Viral,26662968,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051396,USA,,USA,CATTLE,NextSeq 2000,25-016216-002,25-016216-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:40,1,25-016216-002,SRP503016,,"MILK, BULK TANK",SRS25266552,False,,USA,SRR33830358,2025-06-06_07-56-21,SRR33830358.fa,B3.13,"NA:ea1, NP:am8, PB1:am4, NS:am1.1, MP:ea1, PB2:am2.2, HA:ea1, PA:ea1","ea1:22-003707-003:NA, am8:23-032005-001:NP, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:PA","98.65%, 98.93%, 99.56%, 98.57%, 98.78%, 98.51%, 98.30%, 98.88%","19, 16, 10, 12, 12, 34, 29, 24",Ran on FASTA - No Coverage Report,USA,2025
25,SRR33830359,WGS,148.43,44659981,PRJNA1102327,SAMN48895505,Viral,16718129,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051395,USA,,USA,CATTLE,NextSeq 2000,25-016216-001,25-016216-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 15:00:34,1,25-016216-001,SRP503016,,"MILK, BULK TANK",SRS25266551,False,,USA,SRR33830359,2025-06-06_07-56-21,SRR33830359.fa,B3.13,"NP:am8, HA:ea1, PA:ea1, PB1:am4, NA:ea1, MP:ea1, NS:am1.1, PB2:am2.2","am8:23-032005-001:NP, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am4:23-001855-001:PB1, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2","98.93%, 98.00%, 98.84%, 99.52%, 98.58%, 98.98%, 98.69%, 98.33%","16, 34, 25, 11, 20, 10, 11, 38",Ran on FASTA - No Coverage Report,USA,2025
26,SRR33830360,WGS,148.33,53767974,PRJNA1102327,SAMN48895504,Viral,20301012,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051394,USA,,USA,CATTLE,NextSeq 2000,25-016215-002,25-016215-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:36,1,25-016215-002,SRP503016,,"MILK, BULK TANK",SRS25266550,False,,USA,SRR33830360,2025-06-06_07-56-21,SRR33830360.fa,B3.13,"PB1:am4, HA:ea1, PA:ea1, NS:am1.1, PB2:am2.2, NP:am8, MP:ea1, NA:ea1","am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:MP, ea1:22-003707-003:NA","99.56%, 98.18%, 98.65%, 98.81%, 98.27%, 98.86%, 98.98%, 98.65%","10, 31, 29, 10, 37, 17, 10, 19",Ran on FASTA - No Coverage Report,USA,2025
28,SRR33830362,WGS,147.95,8088162,PRJNA1102327,SAMN48895503,Viral,3197660,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051392,USA,,USA,CATTLE,NextSeq 2000,25-016215-001,25-016215-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:33,1,25-016215-001,SRP503016,,"MILK, BULK TANK",SRS25266548,False,,USA,SRR33830362,2025-06-06_07-56-21,SRR33830362.fa,B3.13,"PB2:am2.2, PA:ea1, HA:ea1, MP:ea1, NP:am8, PB1:am4, NS:am1.1, NA:ea1","am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am8:23-032005-001:NP, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA","98.32%, 98.88%, 98.18%, 98.98%, 98.80%, 99.47%, 98.81%, 98.58%","36, 24, 31, 10, 18, 12, 10, 20",Ran on FASTA - No Coverage Report,USA,2025
29,SRR33830363,WGS,148.31,61741250,PRJNA1102327,SAMN48895502,Viral,23203209,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051391,USA,,USA,CATTLE,NextSeq 2000,25-016214-001,25-016214-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:44,1,25-016214-001,SRP503016,,"MILK, BULK TANK",SRS25266547,False,,USA,SRR33830363,2025-06-06_07-56-21,SRR33830363.fa,B3.13,"NS:am1.1, PA:ea1, PB2:am2.2, NA:ea1, PB1:am4, HA:ea1, NP:am8, MP:ea1","am1.1:22-010085-001:NS, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am4:23-001855-001:PB1, ea1:22-003707-003:HA, am8:23-032005-001:NP, ea1:22-003707-003:MP","98.93%, 98.84%, 98.55%, 98.65%, 99.52%, 98.18%, 98.93%, 98.88%","9, 25, 33, 19, 11, 31, 16, 11",Ran on FASTA - No Coverage Report,USA,2025
30,SRR33830364,WGS,148.25,49451353,PRJNA1102327,SAMN48895501,Viral,18539367,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051390,USA,,USA,CATTLE,NextSeq 2000,25-016212-002,25-016212-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:43,1,25-016212-002,SRP503016,,"MILK, BULK TANK",SRS25266546,False,,USA,SRR33830364,2025-06-06_07-56-20,SRR33830364.fa,B3.13,"NP:am8, NS:am1.1, HA:ea1, MP:ea1, PA:ea1, PB2:am2.2, NA:ea1, PB1:am4","am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am4:23-001855-001:PB1","98.86%, 98.93%, 98.18%, 98.98%, 98.75%, 98.51%, 98.65%, 99.56%","17, 9, 31, 10, 27, 34, 19, 10",Ran on FASTA - No Coverage Report,USA,2025
31,SRR33830365,WGS,148.51,63694221,PRJNA1102327,SAMN48895500,Viral,23790332,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051389,USA,,USA,CATTLE,NextSeq 2000,25-016212-001,25-016212-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:39,1,25-016212-001,SRP503016,,"MILK, BULK TANK",SRS25266545,False,,USA,SRR33830365,2025-06-06_07-56-22,SRR33830365.fa,B3.13,"PA:ea1, NA:ea1, PB2:am2.2, NS:am1.1, PB1:am4, MP:ea1, HA:ea1, NP:am8","ea1:22-003707-003:PA, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am8:23-032005-001:NP","98.75%, 98.65%, 98.55%, 98.93%, 99.52%, 98.98%, 98.12%, 98.93%","27, 19, 33, 9, 11, 10, 32, 16",Ran on FASTA - No Coverage Report,USA,2025
32,SRR33830366,WGS,148.08,60252715,PRJNA1102327,SAMN48895499,Viral,22534494,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051388,USA,,USA,CATTLE,NextSeq 2000,25-016210-002,25-016210-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:41,1,25-016210-002,SRP503016,,"MILK, BULK TANK",SRS25266544,False,,USA,SRR33830366,2025-06-06_07-56-21,SRR33830366.fa,B3.13,"MP:ea1, PA:ea1, HA:ea1, NP:am8, PB1:am4, PB2:am2.2, NA:ea1, NS:am1.1","ea1:22-003707-003:MP, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am8:23-032005-001:NP, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","98.88%, 98.70%, 98.24%, 98.86%, 99.52%, 98.55%, 98.65%, 98.81%","11, 28, 30, 17, 11, 33, 19, 10",Ran on FASTA - No Coverage Report,USA,2025
33,SRR33830367,WGS,147.88,78567714,PRJNA1102327,SAMN48895498,Viral,29062367,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051387,USA,,USA,CATTLE,NextSeq 2000,25-016210-001,25-016210-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:44,1,25-016210-001,SRP503016,,"MILK, BULK TANK",SRS25266543,False,,USA,SRR33830367,2025-06-06_07-56-21,SRR33830367.fa,B3.13,"HA:ea1, PA:ea1, NS:am1.1, NA:ea1, PB1:am4, NP:am8, PB2:am2.2, MP:ea1","ea1:22-003707-003:HA, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP","98.24%, 98.70%, 98.81%, 98.65%, 99.52%, 98.80%, 98.55%, 98.98%","30, 28, 10, 19, 11, 18, 33, 10",Ran on FASTA - No Coverage Report,USA,2025
34,SRR33830368,WGS,148.37,51521992,PRJNA1102327,SAMN48895497,Viral,19630435,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051386,USA,,USA,CATTLE,NextSeq 2000,25-016209-001,25-016209-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:39,1,25-016209-001,SRP503016,,"MILK, BULK TANK",SRS25266542,False,,USA,SRR33830368,2025-06-06_07-56-21,SRR33830368.fa,B3.13,"NP:am8, NS:am1.1, MP:ea1, PB1:am4, NA:ea1, PB2:am2.2, HA:ea1, PA:ea1","am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am4:23-001855-001:PB1, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:PA","98.93%, 98.69%, 99.08%, 99.52%, 98.65%, 98.33%, 98.18%, 98.88%","16, 11, 9, 11, 19, 38, 31, 24",Ran on FASTA - No Coverage Report,USA,2025
35,SRR33830369,WGS,148.42,22440237,PRJNA1102327,SAMN48895496,Viral,8687219,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051385,USA,,USA,CATTLE,NextSeq 2000,25-016208-001,25-016208-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:43,1,25-016208-001,SRP503016,,"MILK, BULK TANK",SRS25266541,False,,USA,SRR33830369,2025-06-06_07-56-20,SRR33830369.fa,B3.13,"PB1:am4, NS:am1.1, PB2:am2.2, HA:ea1, PA:ea1, MP:ea1, NA:ea1, NP:am8","am4:23-001855-001:PB1, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:PA, ea1:22-003707-003:MP, ea1:22-003707-003:NA, am8:23-032005-001:NP","99.52%, 98.93%, 98.55%, 98.18%, 98.75%, 98.88%, 98.58%, 98.80%","11, 9, 33, 31, 27, 11, 20, 18",Ran on FASTA - No Coverage Report,USA,2025
36,SRR33830370,WGS,148.36,12252275,PRJNA1102327,SAMN48895495,Viral,4788520,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051384,USA,,USA,CATTLE,NextSeq 2000,25-016207-001,25-016207-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:34,1,25-016207-001,SRP503016,,"MILK, BULK TANK",SRS25266540,False,,USA,SRR33830370,2025-06-06_07-56-21,SRR33830370.fa,B3.13,"NA:ea1, NS:am1.1, NP:am8, PB1:am4, MP:ea1, PB2:am2.2, HA:ea1, PA:ea1","ea1:22-003707-003:NA, am1.1:22-010085-001:NS, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:PA","98.58%, 98.93%, 98.93%, 99.52%, 98.98%, 98.55%, 98.24%, 98.70%","20, 9, 16, 11, 10, 33, 30, 28",Ran on FASTA - No Coverage Report,USA,2025
37,SRR33830371,WGS,147.58,8009222,PRJNA1102327,SAMN48895494,Viral,3200105,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051383,USA,,USA,CATTLE,NextSeq 2000,25-016205-001,25-016205-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:36,1,25-016205-001,SRP503016,,"MILK, BULK TANK",SRS25266539,False,,USA,SRR33830371,2025-06-06_07-56-21,SRR33830371.fa,B3.13,"MP:ea1, NP:am8, HA:ea1, PA:ea1, NA:ea1, PB1:am4, PB2:am2.2, NS:am1.1","ea1:22-003707-003:MP, am8:23-032005-001:NP, ea1:22-003707-003:HA, ea1:22-003707-003:PA, ea1:22-003707-003:NA, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS","98.98%, 98.93%, 98.18%, 98.79%, 98.65%, 99.52%, 98.55%, 98.93%","10, 16, 31, 26, 19, 11, 33, 9",Ran on FASTA - No Coverage Report,USA,2025
38,SRR33830372,WGS,148.59,117532180,PRJNA1102327,SAMN48895422,Viral,47086986,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051382,USA,,USA,CATTLE,NextSeq 2000,25-015655-001,25-015655-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:43,1,25-015655-001,SRP503016,,"MILK, BULK TANK",SRS25266538,False,,USA,SRR33830372,2025-06-06_07-56-21,SRR33830372.fa,B3.13,"NS:am1.1, NA:ea1, NP:am8, MP:ea1, PA:ea1, HA:ea1, PB2:am2.2, PB1:am4","am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:MP, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1","98.93%, 98.65%, 98.93%, 98.98%, 98.75%, 98.18%, 98.51%, 99.52%","9, 19, 16, 10, 27, 31, 34, 11",Ran on FASTA - No Coverage Report,USA,2025
39,SRR33830373,WGS,148.27,40795497,PRJNA1102327,SAMN48895493,Viral,15064486,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051381,USA,,USA,CATTLE,NextSeq 2000,25-016204-001,25-016204-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:36,1,25-016204-001,SRP503016,,"MILK, BULK TANK",SRS25266537,False,,USA,SRR33830373,2025-06-06_07-56-21,SRR33830373.fa,B3.13,"NP:am8, MP:ea1, PB2:am2.2, PA:ea1, PB1:am4, HA:ea1, NA:ea1, NS:am1.1","am8:23-032005-001:NP, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","98.93%, 98.98%, 98.55%, 98.70%, 99.56%, 98.24%, 98.51%, 98.93%","16, 10, 33, 28, 10, 30, 21, 9",Ran on FASTA - No Coverage Report,USA,2025
40,SRR33830374,WGS,148.44,54112702,PRJNA1102327,SAMN48895492,Viral,20080818,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051380,USA,,USA,CATTLE,NextSeq 2000,25-016202-001,25-016202-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:46,1,25-016202-001,SRP503016,,"MILK, BULK TANK",SRS25266536,False,,USA,SRR33830374,2025-06-06_07-56-21,SRR33830374.fa,B3.13,"MP:ea1, PB2:am2.2, HA:ea1, PA:ea1, NP:am8, PB1:am4, NS:am1.1, NA:ea1","ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am8:23-032005-001:NP, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA","98.98%, 98.55%, 98.18%, 98.65%, 98.86%, 99.47%, 98.93%, 98.65%","10, 33, 31, 29, 17, 12, 9, 19",Ran on FASTA - No Coverage Report,USA,2025
41,SRR33830375,WGS,148.4,46338266,PRJNA1102327,SAMN48895491,Viral,17249995,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051379,USA,,USA,CATTLE,NextSeq 2000,25-016201-001,25-016201-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:40,1,25-016201-001,SRP503016,,"MILK, BULK TANK",SRS25266535,False,,USA,SRR33830375,2025-06-06_07-56-21,SRR33830375.fa,B3.13,"NA:ea1, PB1:am4, NP:am8, MP:ea1, PB2:am2.2, NS:am1.1, PA:ea1, HA:ea1","ea1:22-003707-003:NA, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:HA","98.44%, 99.47%, 98.80%, 98.98%, 98.51%, 98.81%, 98.75%, 98.18%","22, 12, 18, 10, 34, 10, 27, 31",Ran on FASTA - No Coverage Report,USA,2025
42,SRR33830376,WGS,148.16,67747153,PRJNA1102327,SAMN48895490,Viral,25259989,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051378,USA,,USA,CATTLE,NextSeq 2000,25-016200-002,25-016200-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:43,1,25-016200-002,SRP503016,,"MILK, BULK TANK",SRS25266534,False,,USA,SRR33830376,2025-06-06_07-56-20,SRR33830376.fa,B3.13,"NA:ea1, MP:ea1, PA:ea1, HA:ea1, NS:am1.1, PB1:am4, PB2:am2.2, NP:am8","ea1:22-003707-003:NA, ea1:22-003707-003:MP, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, am8:23-032005-001:NP","98.58%, 98.98%, 98.79%, 98.12%, 98.81%, 99.43%, 98.51%, 98.93%","20, 10, 26, 32, 10, 13, 34, 16",Ran on FASTA - No Coverage Report,USA,2025
43,SRR33830377,WGS,147.87,64630123,PRJNA1102327,SAMN48895489,Viral,23939592,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051377,USA,,USA,CATTLE,NextSeq 2000,25-016200-001,25-016200-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:42,1,25-016200-001,SRP503016,,"MILK, BULK TANK",SRS25266533,False,,USA,SRR33830377,2025-06-06_07-56-20,SRR33830377.fa,B3.13,"PB1:am4, NP:am8, PA:ea1, NA:ea1, PB2:am2.2, HA:ea1, NS:am1.1, MP:ea1","am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP","99.47%, 98.93%, 98.79%, 98.58%, 98.51%, 98.12%, 98.81%, 98.98%","12, 16, 26, 20, 34, 32, 10, 10",Ran on FASTA - No Coverage Report,USA,2025
44,SRR33830378,WGS,147.82,61364101,PRJNA1102327,SAMN48895488,Viral,23655539,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051376,USA,,USA,CATTLE,NextSeq 2000,25-016199-001,25-016199-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:42,1,25-016199-001,SRP503016,,"MILK, BULK TANK",SRS25266532,False,,USA,SRR33830378,2025-06-06_07-56-21,SRR33830378.fa,B3.13,"MP:ea1, NP:am8, NS:am1.1, PB1:am4, PA:ea1, NA:ea1, HA:ea1, PB2:am2.2","ea1:22-003707-003:MP, am8:23-032005-001:NP, am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2","98.98%, 98.93%, 98.81%, 99.56%, 98.88%, 98.58%, 98.18%, 98.55%","10, 16, 10, 10, 24, 20, 31, 33",Ran on FASTA - No Coverage Report,USA,2025
45,SRR33830379,WGS,147.94,90867916,PRJNA1102327,SAMN48895487,Viral,33810411,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051375,USA,,USA,CATTLE,NextSeq 2000,25-016198-001,25-016198-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:46,1,25-016198-001,SRP503016,,"MILK, BULK TANK",SRS25266531,False,,USA,SRR33830379,2025-06-06_07-56-21,SRR33830379.fa,B3.13,"NP:am8, MP:ea1, PA:ea1, HA:ea1, PB1:am4, PB2:am2.2, NA:ea1, NS:am1.1","am8:23-032005-001:NP, ea1:22-003707-003:MP, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, am1.1:22-010085-001:NS","98.93%, 98.98%, 98.84%, 98.18%, 99.56%, 98.51%, 98.51%, 98.81%","16, 10, 25, 31, 10, 34, 21, 10",Ran on FASTA - No Coverage Report,USA,2025
46,SRR33830380,WGS,148.53,37969966,PRJNA1102327,SAMN48895486,Viral,14276783,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051374,USA,,USA,CATTLE,NextSeq 2000,25-016196-002,25-016196-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:41,1,25-016196-002,SRP503016,,"MILK, BULK TANK",SRS25266530,False,,USA,SRR33830380,2025-06-06_07-56-20,SRR33830380.fa,B3.13,"NS:am1.1, PB2:am2.2, PA:ea1, NA:ea1, NP:am8, HA:ea1, MP:ea1, PB1:am4","am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am4:23-001855-001:PB1","98.69%, 98.51%, 98.88%, 98.58%, 98.93%, 98.30%, 98.88%, 99.56%","11, 34, 24, 20, 16, 29, 11, 10",Ran on FASTA - No Coverage Report,USA,2025
47,SRR33830381,WGS,148.29,78621120,PRJNA1102327,SAMN48895485,Viral,29353828,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051373,USA,,USA,CATTLE,NextSeq 2000,25-016196-001,25-016196-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:41,1,25-016196-001,SRP503016,,"MILK, BULK TANK",SRS25266529,False,,USA,SRR33830381,2025-06-06_07-56-20,SRR33830381.fa,B3.13,"PA:ea1, PB1:am4, PB2:am2.2, HA:ea1, MP:ea1, NP:am8, NS:am1.1, NA:ea1","ea1:22-003707-003:PA, am4:23-001855-001:PB1, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:MP, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA","98.88%, 99.56%, 98.51%, 98.30%, 98.88%, 98.93%, 98.69%, 98.58%","24, 10, 34, 29, 11, 16, 11, 20",Ran on FASTA - No Coverage Report,USA,2025
49,SRR33830383,WGS,125.06,64284670,PRJNA1102327,SAMN48895421,Viral,25772242,USDA-NVSL,2024,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051371,USA,,USA,CATTLE,NextSeq 2000,24-038352-001-tile,24-038352-001-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:43,1,24-038352-001-tile,SRP503016,,"MILK, BULK TANK",SRS25266527,False,,USA,SRR33830383,2025-06-06_07-56-21,SRR33830383.fa,B3.13,"NA:ea1, MP:ea1, PB2:am2.2, NP:am8, PA:ea1, HA:ea1, PB1:am4, NS:am1.1","ea1:22-003707-003:NA, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am1.1:22-010085-001:NS","98.79%, 98.95%, 98.64%, 98.83%, 98.82%, 98.71%, 99.44%, 99.04%","17, 10, 31, 17, 14, 12, 8, 8",Ran on FASTA - No Coverage Report,USA,2024
50,SRR33830384,WGS,147.75,68168613,PRJNA1102327,SAMN48895483,Viral,25428846,USDA-NVSL,2025,public,"run.zq,fastq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29051370,USA,,USA,CATTLE,NextSeq 2000,25-010490-001-v,25-010490-001-v,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-06,2025-06-04 14:24:41,1,25-010490-001-v,SRP503016,,"MILK, BULK TANK",SRS25266526,False,,USA,SRR33830384,2025-06-06_07-56-21,SRR33830384.fa,B3.13,"PB2:am2.2, HA:ea1, MP:ea1, PA:ea1, NP:am8, NS:am1.1, NA:ea1, PB1:am4","am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am8:23-032005-001:NP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am4:23-001855-001:PB1","98.51%, 98.24%, 98.98%, 98.98%, 98.86%, 98.69%, 98.72%, 99.21%","34, 30, 10, 22, 17, 11, 18, 18",Ran on FASTA - No Coverage Report,USA,2025
