,Unnamed: 0,wild_avian,domestic_avian,cattle,feline,other_mammal,human,other,pet_food,new
469,469.0,notherngannet,,,,,cwmifor,,,
470,470.0,black_faced_spoonbill,,,,,vologda_oblast,,,
471,471.0,greater_rhea,,,,,denmark,,,
472,472.0,white_peacock,,,,,cefncoed,,,
473,473.0,lesser_auk,,,,,fvg-udine,,,
474,474.0,anas_platyrhynchos_domesticus,,,,,campania,,,
475,475.0,black-throated_crane,,,,,ostrava,,,
476,476.0,numenius_arquata,,,,,olt,,,
477,477.0,ural_owl,,,,,perm_krai,,,
478,478.0,ornamental_bird,,,,,galve,,,
479,479.0,aalopochen_aegyptiaca,,,,,llansamlet,,,
480,480.0,coscoroba_swan,,,,,chirk,,,
481,481.0,domestic-goose,,,,,padova,,,
482,482.0,anser_cygnoides,,,,,siracusa,,,
483,483.0,slender-billed_gull,,,,,chemal,,,
484,484.0,white_tailed_eagle,,,,,nord_pas_de_calais,,,
485,485.0,_european_herring_gull,,,,,romania_ct,,,
486,486.0,spotbill_duck,,,,,grigorovo,,,
487,487.0,rural_chicken,,,,,narberth,,,
488,488.0,gallus_gallus_domesticus,,,,,tulun,,,
489,489.0,common_magpie,,,,,serbia,,,
490,490.0,mule_duck,,,,,nadym,,,
491,491.0,corvus_monedula,,,,,medvedevo,,,
492,492.0,pomeranian_goose,,,,,penrhyncoch,,,
493,493.0,gull-billed_tern,,,,,elekmnar,,,
494,494.0,eurasian-wigeon,,,,,languedoc_roussillon,,,
495,495.0,white-fronted_goose,,,,,novoaydar,,,
496,496.0,g_c_grebe,,,,,hovas,,,
497,497.0,geese,,,,,limoges,,,
498,498.0,mute-swan,,,,,tycroes,,,
499,499.0,greater_canada_goose,,,,,shashikman,,,
500,500.0,m_swan,,,,,sovetsky,,,
501,501.0,korean_native_chicken,,,,,dnipro,,,
502,502.0,great_black-headed_gull,,,,,sizyabsk,,,
503,503.0,common_crane,,,,,caernarfon,,,
504,504.0,mixed_wild_birds,,,,,romania546318,,,
505,505.0,whiskered_tern,,,,,krasnoyarsk_krai,,,
506,506.0,red-backed-hawk,,,,,cyprus,,,
507,507.0,rural_turkey,,,,,prestatyn,,,
508,508.0,graylag_goose,,,,,murmansk,,,
509,509.0,tyto_alba,,,,,alingsas,,,
510,510.0,crowned_crane_zoo,,,,,ceuta,,,
511,511.0,emy,,,,,romania_hd,,,
512,512.0,tawny_owl,,,,,france,,,
513,513.0,podiceps_cristatus,,,,,hvidovre,,,
514,514.0,larus_ridibundus,,,,,giessen,,,
515,515.0,black_headed_gull,,,,,moscow_,,,
516,516.0,curlew,,,,,fort-de-france,,,
517,517.0,shoveler,,,,,gurzuf,,,
518,518.0,dalmatian_pelican,,,,,rouen,,,
519,519.0,little_gull,,,,,skovde,,,
520,520.0,black-tailed_gull,,,,,saint-peterburg,,,
521,521.0,nothern_gannet,,,,,yakutsk,,,
522,522.0,rural_laying_hen,,,,,bacau,,,
523,523.0,chichen,,,,,udmurtia,,,
524,524.0,zoo_pelican,,,,,nizniy_novgorod,,,
525,525.0,pilgrim_falcon,,,,,st_petersburg,,,
526,526.0,little_owl,,,,,mynachlogddu,,,
527,527.0,cygnus-columbianus,,,,,demidov,,,
528,528.0,european_herring_gullnorway,,,,,zamora,,,
529,529.0,p_falcon,,,,,krasnoyrsk,,,
530,530.0,egyptian_goose,,,,,abertillery,,,
531,531.0,cygnus-cygnus,,,,,armavir,,,
532,532.0,anser_fabalis,,,,,stakhanov,,,
533,533.0,bar_headed_goose,,,,,hvpr8,,,
534,534.0,green-winged-teal,,,,,krasnoyarsk,,,
535,535.0,herrin_gull,,,,,irkutsk_oblast,,,
536,536.0,grey_heron_,,,,,austria,,,
537,537.0,stork,,,,,baden-wurttemberg,,,
538,538.0,l-bl-ba-gull,,,,,khabarovsk_krai,,,
539,539.0,carrion_crow,,,,,pembroke_dock,,,
540,540.0,_peregrine_falcon,,,,,sosnovo-ozerskoye,,,
541,541.0,indian_runner_ducks,,,,,st._petersburg,,,
542,542.0,muteswan,,,,,oslo,,,
543,543.0,branta_leucopsis,,,,,shumerlya,,,
544,544.0,great_crested_grebe,,,,,iiv-yaroslavl,,,
545,545.0,hobby_falcon,,,,,reims,,,
546,546.0,ciconia_ciconia,,,,,ynysddu,,,
547,547.0,mulard_duck,,,,,chuvashia,,,
548,548.0,yellow-legged-gull,,,,,luga,,,
549,549.0,pine_marten,,,,,constanta,,,
550,550.0,greater_canada_goose_,,,,,tosno,,,
551,551.0,black-legged_kitiwake,,,,,lycksele,,,
552,552.0,commontern,,,,,britton_ferry,,,
553,553.0,eurasian_wigeon,,,,,kara-koby,,,
554,554.0,blach-headed_gull,,,,,abergele,,,
555,555.0,common_golden_eye,,,,,colwyn_bay,,,
556,556.0,bl_h_gull,,,,,palencia,,,
557,557.0,kestral,,,,,thuringen,,,
558,558.0,common_buzzard,,,,,scotland,,,
559,559.0,larus_marinus,,,,,konstantinovka,,,
560,560.0,ancient_murrelet,,,,,trapani,,,
561,561.0,common_quail,,,,,vladivostok,,,
562,562.0,bubo_bubo,,,,,perugia,,,
563,563.0,large-billed_crow,,,,,orenburg_oblast,,,
564,564.0,common-buzzard,,,,,novgorod_region,,,
565,565.0,gray_heron,,,,,romanmia,,,
566,566.0,greylag_goose_,,,,,laconia.gr,,,
567,567.0,otus_scops,,,,,llanidloes,,,
568,568.0,shelduck,,,,,latvia,,,
569,569.0,short-eared_owl,,,,,plavsk,,,
570,570.0,cignus_olor,,,,,kirovsk,,,
571,571.0,duck_muscovy,,,,,brest,,,
572,572.0,grebe,,,,,usk,,,
573,573.0,yellow-legged_gull,,,,,khabarovsk,,,
574,574.0,jackdaw,,,,,pontypool,,,
575,575.0,rissa_tridactyla,,,,,groznyi,,,
576,576.0,ruddy_shelduck,,,,,cornelly,,,
577,577.0,knot_wader,,,,,fvg-pordenone,,,
578,578.0,audouins_gull,,,,,zabaykalsky_krai,,,
579,579.0,great_black-baked_gull,,,,,cantabria,,,
580,580.0,spatula_querquedula,,,,,yar,,,
581,581.0,gray_lag_goose,,,,,minera,,,
582,582.0,rural_duck,,,,,sheksna,,,
583,583.0,haliaeetus_albicilla,,,,,tver_oblast,,,
584,584.0,whistling_duck,,,,,bridgend,,,
585,585.0,black_kite,,,,,belgium,,,
586,586.0,european_robin,,,,,kaliningrad,,,
587,587.0,peregrine-falcon,,,,,dagestan,,,
588,588.0,goshawk,,,,,iiv-brynsk,,,
589,589.0,long-eared_owl,,,,,ystrad_mynach,,,
590,590.0,great_skua,,,,,geneva,,,
591,591.0,black-backed_gull,,,,,aniva,,,
592,592.0,black-headed_gull_,,,,,paisvasco,,,
593,593.0,c_gull,,,,,ystad,,,
594,594.0,great_cormorant,,,,,kurgan,,,
595,595.0,harbour_seal,,,,,brynna,,,
596,596.0,bird,,,,,bryncae,,,
597,597.0,caspian_gull,,,,,ireland,,,
598,598.0,tufted_duck,,,,,maiya,,,
599,599.0,bulbul,,,,,libsoa,,,
600,600.0,morus_bassanus,,,,,quimper,,,
601,601.0,yellow_legged-gull,,,,,enschede,,,
602,602.0,falco_peregrinus,,,,,bosniaandherzegovina,,,
603,603.0,baikal_teal,,,,,bedlinog,,,
604,604.0,larus_cachinnans,,,,,onguday,,,
605,605.0,eurasian_spoonbill,,,,,baden-wuerttemberg,,,
606,606.0,gr_bk_bd_gull,,,,,vyazemsk,,,
607,607.0,bk_swan,,,,,merthyr_tydfil,,,
608,608.0,cygnus_olor,,,,,dnipropetrovsk,,,
609,609.0,harris_hawk,,,,,tambov,,,
610,610.0,slaty-backed_gull,,,,,galicia,,,
611,611.0,hering_gull,,,,,blagoveschensk,,,
612,612.0,moorhen,,,,,wales,,,
613,613.0,black-headed-gull,,,,,khanty-mansi_ao,,,
614,614.0,_great_cormorant_,,,,,united_kingdom,,,
615,615.0,aythya_fuligula,,,,,maykop,,,
616,616.0,bufflehead_duck,,,,,orebro,,,
617,617.0,common_teal,,,,,prague,,,
618,618.0,common_snipe,,,,,primorsky_krai,,,
619,619.0,cape_barren_goose,,,,,amsterdam,,,
620,620.0,armenian_gull,,,,,llanfaes,,,
621,621.0,carolina_duck,,,,,starobelsk,,,
622,622.0,streptopelia_decaocto,,,,,thueringen,,,
623,623.0,white_stork,,,,,kristianstad,,,
624,624.0,guillemot,,,,,pavia,,,
625,625.0,pink-footed_goose,,,,,tilburg,,,
626,626.0,eurasian_curlew,,,,,saarland,,,
627,627.0,falcated_teal,,,,,lipesk,,,
628,628.0,coot,,,,,rotterdam,,,
629,629.0,little-owl,,,,,tyumen_oblast,,,
630,630.0,common_tern_,,,,,bihor,,,
631,631.0,europian_wigeon,,,,,brynamman,,,
632,632.0,wigeon,,,,,karlstad,,,
633,633.0,brent_goose,,,,,buryatia,,,
634,634.0,holland_pigeon,,,,,aix,,,
635,635.0,black-headed_gull,,,,,suffolk,,,
636,636.0,fulmar,,,,,adygea,,,
637,637.0,eurasian_eagle-owl,,,,,lannion,,,
638,638.0,canadagoose,,,,,solna,,,
639,639.0,little_egret,,,,,bochum,,,
640,640.0,northern_lapwing,,,,,lourdes,,,
641,641.0,little_grebe,,,,,le?n,,,
642,642.0,european_turtle_dove,,,,,amal,,,
643,643.0,european_herring_gull_,,,,,verkhniy_prikhon,,,
644,644.0,peregrine_falcon_,,,,,friuli-venezia_giulia,,,
645,645.0,ardea_alba,,,,,kosova,,,
646,646.0,_greylag_goose,,,,,morki,,,
647,647.0,withe-tiled_eagle,,,,,llantwit_major,,,
648,648.0,egretta_garzetta,,,,,nesterov,,,
649,649.0,bearded_vulture,,,,,reunion,,,
650,650.0,greylag-goose,,,,,mayma,,,
651,651.0,canade_goose,,,,,pencoed,,,
652,652.0,eur_wig,,,,,llanfairpg,,,
653,653.0,barnacle_goose_,,,,,sundsvall,,,
654,654.0,eurasian_jay,,,,,lyon,,,
655,655.0,columba_palumbus,,,,,rogerstone,,,
656,656.0,europeanherringgull,,,,,germany-mv,,,
657,657.0,larus_michahellis,,,,,oviedo,,,
658,658.0,white-naped_crane,,,,,ystrad_pentre,,,
659,659.0,garganey,,,,,samara,,,
660,660.0,taiga_bean_goose,,,,,odesa,,,
661,661.0,eurasian_goshawk_,,,,,petropavlovsk-kamchatski,,,
662,662.0,australian_brushturkey,,,,,volgograd_oblast,,,
663,663.0,gull1,,,,,ellesmere,,,
664,664.0,branta_canadensis,,,,,karachay-cherkess,,,
665,665.0,meleagris_gallopavo,,,,,llanbedrycennin,,,
666,666.0,eurasian_oystercatcher,,,,,khakasia,,,
667,667.0,nene_goose,,,,,bulgaria,,,
668,668.0,larus_michaellis,,,,,singapore,,,
669,669.0,canada_goose_,,,,,aberdaugleddau,,,
670,670.0,northern_goshawk,,,,,magadan,,,
671,671.0,song_thrush,,,,,shuberskoye,,,
672,672.0,tundra_bean_goose,,,,,gus-khrustalny,,,
673,673.0,barnacle_goose,,,,,pembroke,,,
674,674.0,grey_heron,,,,,jena,,,
675,675.0,larus_canus,,,,,khanti-mansiysk,,,
676,676.0,thalasseus_sandvicensis,,,,,machynlleth,,,
677,677.0,white-tailed_sea_eagle,,,,,kirillovskoye_seltso,,,
678,678.0,shag,,,,,mykop,,,
679,679.0,gallinula_chloropus,,,,,lyonchu,,,
680,680.0,sparrowhawk,,,,,aragon,,,
681,681.0,yellow_leggend-gull,,,,,kamchatka,,,
682,682.0,white_fronted_goose,,,,,brackla,,,
683,683.0,wild_bird_feces,,,,,blaenau_ffestiniog,,,
684,684.0,little_tern,,,,,venev,,,
685,685.0,long-tailed_skua,,,,,hungary,,,
686,686.0,eurasian_sparrowhawk,,,,,poitiers,,,
687,687.0,sea_eagle,,,,,luka,,,
688,688.0,western-cattle-egret,,,,,coquelles,,,
689,689.0,whooper_swan,,,,,paris,,,
690,690.0,spot_billed_duck,,,,,wsn,,,
691,691.0,steamer_duck,,,,,caceres,,,
692,692.0,_eurasian_magpie,,,,,curacao,,,
693,693.0,hawaiian_goose,,,,,rovenky,,,
694,694.0,artic_tern,,,,,bryansk_oblast,,,
695,695.0,eurasian_teal,,,,,llandeilo,,,
696,696.0,anas_crecca,,,,,bishop_auckland,,,
697,697.0,cygnus-olor,,,,,leningrad,,,
698,698.0,eastern_buzzard,,,,,lampeter,,,
699,699.0,buzzard,,,,,semiluki,,,
700,700.0,corvus_corvus,,,,,sochi,,,
701,701.0,garrulus_glandarius,,,,,desnogorsk,,,
702,702.0,common_coot,,,,,flint,,,
703,703.0,egret,,,,,palermo,,,
704,704.0,mallard_duck,,,,,niedersachsen,,,
705,705.0,rook,,,,,odense,,,
706,706.0,western_jackdaw,,,,,umea,,,
707,707.0,eagle_owl,,,,,visby,,,
708,708.0,lesser_black-backed_gull,,,,,hengoed,,,
709,709.0,chlidonias_hybrida,,,,,sachsen,,,
710,710.0,oyster_catcher,,,,,schleswig-holstein,,,
711,711.0,seagull,,,,,corwen,,,
712,712.0,haematopus_ostralegus,,,,,champagne_ardenne,,,
713,713.0,common_shelduck,,,,,amur_oblast,,,
714,714.0,mew_gull,,,,,nizhnii_novgorod,,,
715,715.0,red_kite,,,,,rhyl,,,
716,716.0,black-swan,,,,,comunidadvalenciana,,,
717,717.0,eurasian_eagle-owl_,,,,,tredegar,,,
718,718.0,eurasian_magpie,,,,,llandudno,,,
719,719.0,black-headead_gull,,,,,macedonia,,,
720,720.0,mallard_denmark,,,,,pencader,,,
721,721.0,thick-billed_murre,,,,,thessaloniki,,,
722,722.0,cygnus_columbianus,,,,,nizhninovgorod,,,
723,723.0,mountain_hawk-eagle,,,,,_london,,,
724,724.0,spoonbill,,,,,le_chesnay,,,
725,725.0,yellow_legged_gull,,,,,bretagne,,,
726,726.0,wildbird,,,,,rheinland-pfalz,,,
727,727.0,anser_brachyrhynchus_anser_anser,,,,,mecklenburg-vorpommern,,,
728,728.0,cygnus_cygnus,,,,,bourgogne,,,
729,729.0,eurasian-spoonbill,,,,,lipetsk,,,
730,730.0,common_kestrel,,,,,desgenettes,,,
731,731.0,white-tailed_eagle,,,,,hanmer,,,
732,732.0,raxorbill,,,,,moscow,,,
733,733.0,von_schrenck's_bittern,,,,,treorchy,,,
734,734.0,harris's_hawk,,,,,lisbon,,,
735,735.0,eurasian_coot,,,,,kaliningrad_region,,,
736,736.0,perdicinae,,,,,mellerud,,,
737,737.0,great-tailed grackle,,,,,tenby,,,
738,738.0,laughing_gull,,,,,amiens,,,
739,739.0,northern harrier,,,,,orel,,,
740,740.0,brown pelican,,,,,tatarstan,,,
741,741.0,blue-winged teal,,,,,gornoaltaisk,,,
742,742.0,wild turkey,,,,,mshaga,,,
743,743.0,rough-legged hawk,,,,,llanfaethlu,,,
744,744.0,dark-eyed junco,,,,,salekhard,,,
745,745.0,comon goldeneye,,,,,cardigan,,,
746,746.0,african_goose,,,,,grozniy,,,
747,747.0,amazon_parrot,,,,,vasteras,,,
748,748.0,american_goshawk,,,,,dowlais,,,
749,749.0,sebastopol_goose,,,,,kabardino-balkar,,,
750,750.0,american_pelican,,,,,severodonetsk,,,
751,751.0,lesser_snow_goose_blue,,,,,rhosllanerchrugog,,,
752,752.0,american_raven,,,,,tolyatti,,,
753,753.0,parrot,,,,,sully,,,
754,754.0,crested_jay,,,,,saint-petrsburg,,,
755,755.0,fancy_chicken,,,,,glynneath,,,
756,756.0,ringed_seal,,,,,blagovechensk,,,
757,757.0,chinese_ringneck_pheasant,,,,,birobidzhan,,,
758,758.0,cooper's_s_hawk,,,,,salamanca,,,
759,759.0,cascade_duck,,,,,orenburg,,,
760,760.0,lesser_snow_goose_white,,,,,maesteg,,,
761,761.0,catalina_macaw,,,,,anna,,,
762,762.0,american_buff_goose,,,,,hamburg,,,
763,763.0,silver_pheasant,,,,,rome,,,
764,764.0,cooper'ss_hawk,,,,,krasnodar,,,
765,765.0,fisher,,,,,loddekopinge,,,
766,766.0,ring-tailed_hawk,,,,,arad,,,
767,767.0,king_vulture,,,,,gornoye_veretye,,,
768,768.0,rt-hawk,,,,,antwerp,,,
769,769.0,lady_amherst's_pheasant,,,,,rostov,,,
770,770.0,broiler_chicken,,,,,kabardino-balkaria,,,
771,771.0,indian_runner_duck,,,,,corte,,,
772,772.0,long_eared_owl,,,,,ivanovo,,,
773,773.0,american_blue-winged_teal,,,,,penarth,,,
774,774.0,swainson's_hawk,,,,,malmoe,,,
775,775.0,cape_teal,,,,,llangefni,,,
776,776.0,mergus,,,,,iiv-chabarovsk,,,
777,777.0,gyrfalcon,,,,,newcastle,,,
778,778.0,barrow_s_goldeneye,,,,,slovenia,,,
779,779.0,embden_goose,,,,,maerdy,,,
780,780.0,backyard_bird,,,,,ulita,,,
781,781.0,black_swift,,,,,saratov_oblast,,,
782,782.0,canvasback,,,,,pontyclun,,,
783,783.0,american white pelican,,,,,valladolid,,,
784,784.0,snowy plover,,,,,wrexham,,,
785,785.0,mallard duck,,,,,rhayader,,,
786,786.0,lesser snow goose,,,,,vienna,,,
787,787.0,ring-necked duck,,,,,ussr,,,
788,788.0,laughing gull,,,,,valencia,,,
789,789.0,caspian tern,,,,,northernireland,,,
790,790.0,eared grebe,,,,,syktyvkar,,,
791,791.0,flamingo,,,,,trubichino,,,
792,792.0,swanson's_hawk,,,,,sc,,,
793,793.0,cape_petrel,,,,,llangunnor,,,
794,794.0,king_penguin,,,,,n.novgorod,,,
795,795.0,coragyps atratus,,,,,jonkoping,,,
796,796.0,anser albifrons,,,,,trollhattan,,,
797,797.0,anser rossii,,,,,arkhangelsk,,,
798,798.0,melegris gallopavo,,,,,riverside,,,
799,799.0,bufflehead duck,,,,,volgograd,,,
800,800.0,long-eared owl,,,,,beaumaris,,,
801,801.0,bluejay,,,,,korolyov,,,
802,802.0,anas sp.,,,,,basse_normandie,,,
803,803.0,anser sp.,,,,,anapa,,,
804,804.0,corvus sp.,,,,,ploiesti,,,
805,805.0,phasianidae sp.,,,,,sling,,,
806,806.0,"loon, common",,,,,mold,,,
807,807.0,dark-eyed_junco,,,,,monaco,,,
808,808.0,circus hudsonius,,,,,penza_oblast,,,
809,809.0,rissa tridactyla,,,,,leon,,,
810,810.0,melanitta fusca,,,,,porthcawl,,,
811,811.0,sibirionetta formosa,,,,,saundersfoot,,,
812,812.0,somateria mollissima,,,,,gribanovsk,,,
813,813.0,larus glaucescens,,,,,milford_haven,,,
814,814.0,sula variegata,,,,,penza,,,
815,815.0,,,,,,tambov_oblast,,,
816,816.0,pandion haliaetus,,,,,aarhus,,,
817,817.0,thalasseus maximus,,,,,iiv-v.novgorod,,,
818,818.0,fulmarus glacialis,,,,,yanao,,,
819,819.0,netta peposaca,,,,,boras,,,
820,820.0,anser canagicus,,,,,barcelona,,,
821,821.0,asio otus,,,,,cheboksary,,,
822,822.0,sterna hirundo,,,,,vladikavkaz,,,
823,823.0,gavia immer,,,,,bonaire,,,
824,824.0,aegypius monachus,,,,,_bucuresti,,,
825,825.0,asio flammeus,,,,,terrassa,,,
826,826.0,fregata magnificens,,,,,newport,,,
827,827.0,charadrius nivosus,,,,,vladivistok,,,
828,828.0,spatula clypeata,,,,,skelleftea,,,
829,829.0,tringa semipalmata,,,,,karlskrona,,,
830,830.0,anarhynchus collaris,,,,,tomsk,,,
831,831.0,ardenna gravis,,,,,burgos,,,
832,832.0,aechmophorus occidentalis,,,,,yakutia,,,
833,833.0,lophura nycthemera,,,,,romania545649,,,
834,834.0,anser anser,,,,,petrozavodsk,,,
835,835.0,arenaria melanocephala,,,,,milan,,,
836,836.0,bucephala albeola,,,,,soria,,,
837,837.0,corvus caurinus,,,,,romania_mm,,,
838,838.0,thalasseus acuflavidus,,,,,lille,,,
839,839.0,phasianus colchicus,,,,,le_mans,,,
840,840.0,larus californicus,,,,,kosice,,,
841,841.0,sula leucogaster,,,,,llanelli,,,
842,842.0,spatula cyanoptera,,,,,barnaul,,,
843,843.0,phalacrocoracidae,,,,,bremen,,,
844,844.0,larus argentatus,,,,,bratislava,,,
845,845.0,fratercula arctica,,,,,bonn,,,
846,846.0,morus bassanus,,,,,lithuania,,,
847,847.0,pelecanus thagus,,,,,chelyabinsk_oblast,,,
848,848.0,calidris alpina,,,,,gatchina,,,
849,849.0,megascops choliba,,,,,jao,,,
850,850.0,larus hyperboreus,,,,,romania_if,,,
851,851.0,alca torda,,,,,v.novgorod,,,
852,852.0,melanitta americana,,,,,perm,,,
853,853.0,cygnus columbianus,,,,,romaina,,,
854,854.0,cygnus atratus,,,,,gusev,,,
855,855.0,bonasa umbellus,,,,,tongwynlais,,,
856,856.0,mergus merganser,,,,,kalmykia,,,
857,857.0,falco rusticolus,,,,,linkoping,,,
858,858.0,calidris alba,,,,,ryazan,,,
859,859.0,rynchops niger,,,,,maesycwmmer,,,
860,860.0,hydroprogne caspia,,,,,melovoe,,,
861,861.0,phalacrocorax brasilianus,,,,,petropavlovsk-kamchatsky,,,
862,862.0,buteo regalis,,,,,krasnogorsk,,,
863,863.0,aythya collaris,,,,,paranga,,,
864,864.0,pluvialis dominica,,,,,aberkenfig,,,
865,865.0,uria aalge,,,,,lvpr8,,,
866,866.0,butorides virescens,,,,,sverdlovsk_oblast,,,
867,867.0,antigone canadensis,,,,,northern_ireland,,,
868,868.0,accipiter striatus,,,,,iiv-yekaterinburg,,,
869,869.0,passeridae,,,,,joshkar-ola,,,
870,870.0,buteo swainsoni,,,,,picardie,,,
871,871.0,corvidae,,,,,aalborg,,,
872,872.0,anser erythropus,,,,,andalucia,,,
873,873.0,falco sparverius,,,,,calais,,,
874,874.0,anser caerulescens caerulescens,,,,,astuiras,,,
875,875.0,sterna paradisaea,,,,,iiv-anadyr,,,
876,876.0,anas rubripes,,,,,buckley,,,
877,877.0,larus delawarensis,,,,,sosnoviy_bor,,,
878,878.0,tringa tobata,,,,,bucuresti,,,
879,879.0,spatula discors,,,,,medium_mdck_infected_cells,,,
880,880.0,aythya affinis,,,,,franche_comte,,,
881,881.0,chroicocephalus philadelphia,,,,,greece,,,
882,882.0,egretta thula,,,,,khanty-mansi,,,
883,883.0,aythya marila,,,,,reassortant,,,
884,884.0,anas acuta,,,,,saransk,,,
885,885.0,cygnus,,,,,vladimir,,,
886,886.0,fulica americana,,,,,fvg-trieste,,,
887,887.0,quiscalus mexicanus,,,,,caerleon,,,
888,888.0,xema sabini,,,,,rovenki,,,
889,889.0,bucephala clangula,,,,,_fieldfare,,,
890,890.0,larus marinus,,,,,st_clears,,,
891,891.0,procellaria aequinoctialis,,,,,barmouth,,,
892,892.0,cypseloides niger,,,,,stockholm,,,
893,893.0,aquila chrysaetos,,,,,aixenprovence,,,
894,894.0,buteogallus urubitinga,,,,,llanfairfechan,,,
895,895.0,thalasseus sandvicensis,,,,,primorie,,,
896,896.0,cyanocitta cristata,,,,,kidwelly,,,
897,897.0,larus glaucoides,,,,,romania_bh,,,
898,898.0,melanitta perspicillata,,,,,brandenburg,,,
899,899.0,ardeidae,,,,,argenteuil,,,
900,900.0,cygnus melancoryphus,,,,,agrigento,,,
901,901.0,ardea alba,,,,,anas_platyrynchos,,,
902,902.0,buteo platypterus,,,,,slovakia,,,
903,903.0,larus thayeri,,,,,chaykovsky,,,
904,904.0,anas fulvigula,,,,,baglan,,,
905,905.0,strix nebulosa,,,,,novy_urengoy,,,
906,906.0,pica hudsonia,,,,,kazan,,,
907,907.0,pelecanus erythrorhynchos,,,,,marshfield,,,
908,908.0,buteo lagopus,,,,,mountain_ash,,,
909,909.0,caracara plancus,,,,,korsakov,,,
910,910.0,gymnogyps californianus,,,,,ostersund,,,
911,911.0,sterna hirundinacea,,,,,nyzhninovgorod,,,
912,912.0,stercorarius lonnbergi,,,,,altai,,,
913,913.0,aythya americana,,,,,schweiz,,,
914,914.0,phalacrocorax auritus,,,,,lons_le_saunier,,,
915,915.0,psittacidae,,,,,goteborg,,,
916,916.0,red shouldered hawk,,,,,bourgoin,,,
917,917.0,great black backed gull,,,,,porttalbot,,,
918,918.0,dark eyed junco,,,,,nepal,,,
919,919.0,ring necked duck,,,,,lulea,,,
920,920.0,ring billed gull,,,,,turochack,,,
921,921.0,common tern,,,,,london,,,
922,922.0,blue winged teal,,,,,helsinki,,,
923,923.0,bonaparte s gull,,,,,sakha,,,
924,924.0,sharp shinned hawk,,,,,khakassia,,,
925,925.0,long eared owl,,,,,castellon,,,
926,926.0,white faced ibis,,,,,uppsala,,,
927,927.0,green winged teal,,,,,svedala,,,
928,928.0,red breasted merganser,,,,,stetienne,,,
929,929.0,rough legged hawk,,,,,montenegro,,,
930,930.0,great tailed grackle,,,,,ebbw_vale,,,
931,931.0,double crested cormorant,,,,,pskov_oblast,,,
932,932.0,ross s goose,,,,,kirishi,,,
933,933.0,american goshawk,,,,,chaikovsky,,,
934,934.0,cooper s hawk,,,,,sweden,,,
935,935.0,loon common,,,,,verkhovye,,,
936,936.0,swanson s hawk,,,,,novgorog_velikiy,,,
937,937.0,pintado_petrel,,,,,malta,,,
938,938.0,thayers gull,,,,,gorno-altaisk,,,
939,939.0,south american tern,,,,,monmouth,,,
940,940.0,american blue-winged teal,,,,,dwyran,,,
941,941.0,mottled duck,,,,,wyesham,,,
942,942.0,black-necked swan,,,,,sennybridge,,,
943,943.0,roseate spoonbill,,,,,elista,,,
944,944.0,short-eared owl,,,,,nice,,,
945,945.0,redhead duck,,,,,ternopil,,,
946,946.0,silver pheasant,,,,,pskov,,,
947,947.0,western grebe,,,,,la_reunion,,,
948,948.0,american kestrel,,,,,iiv-cheboksary,,,
949,949.0,backyard bird,,,,,tours,,,
950,950.0,royal tern,,,,,risca,,,
951,951.0,sandwich tern,,,,,portalegre_pt,,,
952,952.0,green heron,,,,,conwy,,,
953,953.0,greater white-fronted goose,,,,,chalkida_gr,,,
954,954.0,baikal teal,,,,,alania,,,
955,955.0,parasitic jaeger,,,,,serres,,,
956,956.0,peregrine falcon,,,,,majkop,,,
957,957.0,swainsons hawk,,,,,lubica,,,
958,958.0,american green-winged teal,,,,,dambovita,,,
959,959.0,lesser snow goose white-morph,,,,,chester,,,
960,960.0,glaucous-winged gull,,,,,llandybie,,,
961,961.0,red-necked grebe,,,,,trencin,,,
962,962.0,muscovy duck,,,,,lesvos.gr,,,
963,963.0,black brant,,,,,larisa,,,
964,964.0,black-crowned night heron,,,,,sarn,,,
965,965.0,black-legged kittiwake,,,,,belfast,,,
966,966.0,nannopterum brasilianus,,,,,briton_ferry,,,
967,967.0,lesser snow goose blue-morph,,,,,lisboa134,,,
968,968.0,rosss goose,,,,,cwmdare,,,
969,969.0,american pelican,,,,,irakleio.gr,,,
970,970.0,black swift,,,,,trieste,,,
971,971.0,cinnamon teal,,,,,romania_ms,,,
972,972.0,red-necked phalarope,,,,,bosnia_&_herzegovina,,,
973,973.0,black swan,,,,,gibraltar,,,
974,974.0,western snowy plover,,,,,baranocihi,,,
975,975.0,peruvian booby,,,,,archangelsk,,,
976,976.0,black turnstone,,,,,blagoveshensk,,,
977,977.0,arctic tern,,,,,pontllanfraith,,,
978,978.0,american wood stork,,,,,markham,,,
979,979.0,california condor,,,,,ruthin,,,
980,980.0,western screech owl,,,,,malacky,,,
981,981.0,broad-winged hawk,,,,,bashkortostan,,,
982,982.0,black skimmer,,,,,bojnice,,,
983,983.0,guanay cormorant,,,,,athens_gr,,,
984,984.0,blue-winged and cinnamon teal,,,,,north_ossetia,,,
985,985.0,lesser white-fronted goose,,,,,livadia.gr,,,
986,986.0,northern gannet,,,,,manorbier,,,
987,987.0,great-horned owl,,,,,kerkira,,,
988,988.0,fish crow,,,,,annecy,,,
989,989.0,eastern screech owl,,,,,ostrava_221,,,
990,990.0,ring-necked pheasant,,,,,poprad,,,
991,991.0,graylag goose,,,,,kozmodemiansk,,,
992,992.0,horned grebe,,,,,saint_etienne,,,
993,993.0,short-billed gull,,,,,italy-fvg,,,
